r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,score,source
1.1,0.2,0.8,8,16,injection,0,True,,0.6915029030053641,0.9999963542200194,0.33751607648622645,0.6679262885645834,0.0019093960490405534,1.0,1.9101717894741382e-07,242,356,0.4831080072832638,grid
1.1,0.2,0.8,8,32,injection,0,True,,0.6910108779429096,0.9999990871723345,0.3375017109039474,0.6686966586683476,0.0009554205869762739,1.0,1.9101717894741382e-07,482,708,0.4829258261461803,grid
1.1,0.2,0.8,12,8,injection,0,True,,0.690641939940065,0.9999869176323106,0.3026946946328429,0.6692744470782189,0.003616979242437558,1.0,3.748423184544484e-07,122,180,0.45722385229862206,grid
1.1,0.2,0.8,12,16,injection,0,True,,0.6897571761943256,0.9999967257076636,0.3026688357521564,0.6706605466008756,0.0018095035389196958,1.0,3.748423184544484e-07,242,356,0.45691137157049566,grid
1.1,0.2,0.8,12,32,injection,0,True,,0.689296874354275,0.9999991808209935,0.3026563488481841,0.6713819428972072,0.0009050854532113839,1.0,3.748423184544484e-07,482,708,0.45674946662752697,grid
1.3,0.05,0.6,8,8,injection,0,True,,0.6446756609840133,0.9999870542770787,0.2913445200697711,0.7424066293957172,0.003598039815655679,1.0,2.5549914389334253e-08,122,180,0.4333851878526189,grid
1.3,0.05,0.6,8,16,injection,0,True,,0.6438771107392022,0.9999967669792859,0.2913412377538487,0.743701146162562,0.001798063170953874,1.0,2.5549914389334253e-08,242,356,0.4331142509824989,grid
1.3,0.05,0.6,8,32,injection,0,True,,0.6434656567443507,0.9999991921165412,0.2913418935559562,0.744368520741901,0.000898823737738216,1.0,2.5549914389334253e-08,482,708,0.432976330616497,grid
1.3,0.05,0.6,12,8,injection,0,True,,0.6393006723729195,0.9999881972307283,0.29191617327525493,0.7511386093743694,0.0034355361413658655,1.0,5.867947404180049e-08,122,180,0.4319979234341297,grid
1.3,0.05,0.6,12,16,injection,0,True,,0.6385068935821828,0.9999970357807599,0.2919226280367015,0.7524319262143259,0.0017216933602550854,1.0,5.867947404180049e-08,242,356,0.4317344211364914,grid
1.3,0.05,0.6,12,32,injection,0,True,,0.6381025984745241,0.9999992573063896,0.2919249635610585,0.7530910318117142,0.0008617970536617691,1.0,5.867947404180049e-08,482,708,0.4315994413896897,grid
